"full_branch","superkingdom","kingdom","phylum","class","order","family"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Zoraptera;Spiralizoridae","Eukaryota","Metazoa","Arthropoda","Insecta","Zoraptera","Spiralizoridae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Tricholomatineae;Biannulariaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Biannulariaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Hymenoptera;Tenthredinoidea;Athaliidae","Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Athaliidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Helicoidea;Pleurodontidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Stylommatophora","Pleurodontidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Mythicomycetaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mythicomycetaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Galeropsidaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Galeropsidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Tricholomatineae;Clitocybaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clitocybaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Neotrichozetidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Neotrichozetidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Epicaridea;Cryptoniscoidea;Hemioniscidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Isopoda","Hemioniscidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Agaricineae;Squamanitaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Squamanitaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Caenogastropoda;Littorinimorpha;Truncatelloidea;Helicostoidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Littorinimorpha","Helicostoidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Plectia;Rhabditica;Panagrolaimida;Aphelenchoidoididae","Eukaryota","Metazoa","Nematoda","Chromadorea","Plectia","Aphelenchoidoididae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales;Chlorobotryaceae","Eukaryota","na","na","Eustigmatophyceae","Eustigmatales","Chlorobotryaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Nemertea;Palaeonemertea;Archinemertea;Cephalotrichellidae","Eukaryota","Metazoa","Nemertea","Palaeonemertea","Archinemertea","Cephalotrichellidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Ralfsiales;Sungminiaceae","Eukaryota","na","na","Phaeophyceae","Ralfsiales","Sungminiaceae"
"cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Deviatidae","Eukaryota","na","Ciliophora","Spirotrichea","na","Deviatidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriomycetidae incertae sedis;Pleostigmataceae","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","na","Pleostigmataceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Cardinalidae","Eukaryota","Metazoa","Chordata","Aves","Passeriformes","Cardinalidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Odontostomatea;Odontostomatida;Mylestomatidae","Eukaryota","na","Ciliophora","Odontostomatea","Odontostomatida","Mylestomatidae"
"cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitia;Barbeliidae","Eukaryota","na","Heterolobosea","na","na","Barbeliidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Thelazioidea;Pneumospiruridae","Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Pneumospiruridae"
"cellular organisms;Eukaryota;Discoba;Jakobida;Ophirinina;Ophirinidae","Eukaryota","na","na","na","Jakobida","Ophirinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dermaptera;Neodermaptera;Protodermaptera;Pygidicranoidea;Haplodiplatyidae","Eukaryota","Metazoa","Arthropoda","Insecta","Dermaptera","Haplodiplatyidae"
"cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Corallinophycidae;Corallinales;Spongitidaceae","Eukaryota","na","Rhodophyta","Florideophyceae","Corallinales","Spongitidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Neogymnomycetaceae","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Neogymnomycetaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Malbrancheaceae","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Malbrancheaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Acroechinoidea;Diadematacea;Echinothurioida;Phormosomatidae","Eukaryota","Metazoa","Echinodermata","Echinoidea","Echinothurioida","Phormosomatidae"
"cellular organisms;Eukaryota;Amoebozoa;Tubulinea;Elardia;Arcellinida;Difflugina;Cylindriflugiidae","Eukaryota","na","Tubulinea","Elardia","Arcellinida","Cylindriflugiidae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Leptomitales;Leptolegniellaceae","Eukaryota","na","Oomycota","na","Leptomitales","Leptolegniellaceae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Magnoliidae;Piperales;Asaraceae","Eukaryota","Viridiplantae","Streptophyta","Magnoliopsida","Piperales","Asaraceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Spiromastigoidaceae","Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Spiromastigoidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Drymobatidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Drymobatidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Pteropoda;Thecosomata;Euthecosomata;Cavolinioidea;Cliidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Pteropoda","Cliidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Tectipleura;Pteropoda;Thecosomata;Euthecosomata;Cavolinioidea;Cuvierinidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Pteropoda","Cuvierinidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Porifera;Calcarea;Calcaronea;Leucosolenida;Sycanthidae","Eukaryota","Metazoa","Porifera","Calcarea","Leucosolenida","Sycanthidae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Jungermanniidae;Jungermanniales;Cephaloziineae;Obtusifoliaceae","Eukaryota","Viridiplantae","Streptophyta","Jungermanniopsida","Jungermanniales","Obtusifoliaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Oxyuridomorpha;Thelastomatoidea;Protrelloididae","Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Protrelloididae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Sessiliflorae;Pseudumbellulidae","Eukaryota","Metazoa","Cnidaria","Anthozoa","Scleralcyonacea","Pseudumbellulidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Irregularia;Neognathostomata;Rotulidae","Eukaryota","Metazoa","Echinodermata","Echinoidea","na","Rotulidae"
"cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Sphaeropleales;Nephrocytiaceae","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Nephrocytiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Pupilloidea;Spelaeodiscidae","Eukaryota","Metazoa","Mollusca","Gastropoda","Stylommatophora","Spelaeodiscidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Coccinelloidea;Anamorphidae","Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Anamorphidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Plateremaeoidea;Pedrocortesellidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pedrocortesellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Plateremaeoidea;Lyrifissellidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Lyrifissellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Clitellata;Oligochaeta;Alluroidida;Alluroididae","Eukaryota","Metazoa","Annelida","Clitellata","Alluroidida","Alluroididae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Microsporidia;Pansporoblastina;Astathelohaniidae","Eukaryota","Fungi","Microsporidia","na","na","Astathelohaniidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Keratoisididae","Eukaryota","Metazoa","Cnidaria","Anthozoa","Scleralcyonacea","Keratoisididae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Pennatuloidea;Sessiliflorae;Chunellidae","Eukaryota","Metazoa","Cnidaria","Anthozoa","Scleralcyonacea","Chunellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Mopseidae","Eukaryota","Metazoa","Cnidaria","Anthozoa","Scleralcyonacea","Mopseidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Seriata;Tricladida;Cavernicola;Amphibioplanidae","Eukaryota","Metazoa","Platyhelminthes","Rhabditophora","Tricladida","Amphibioplanidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Leucosioidea;Iphiculidae","Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Iphiculidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Passeriformes;Regulidae","Eukaryota","Metazoa","Chordata","Aves","Passeriformes","Regulidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Bryozoa;Gymnolaemata;Cheilostomatida;Flustrina;Buguloidea;Epistomiidae","Eukaryota","Metazoa","Bryozoa","Gymnolaemata","Cheilostomatida","Epistomiidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Endomyxa;Vampyrellida;Sericomyxidae","Eukaryota","na","Endomyxa","na","Vampyrellida","Sericomyxidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Amphidiniales;Amphidiniaceae","Eukaryota","na","na","Dinophyceae","Amphidiniales","Amphidiniaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Cyclopoida;Philichthyidae","Eukaryota","Metazoa","Arthropoda","Hexanauplia","Cyclopoida","Philichthyidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Scyphozoa;Rhizostomeae;Bazingidae","Eukaryota","Metazoa","Cnidaria","Scyphozoa","Rhizostomeae","Bazingidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Neocrinulaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Neocrinulaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Bryozoa;Gymnolaemata;Ctenostomatida;Pherusellidae","Eukaryota","Metazoa","Bryozoa","Gymnolaemata","Ctenostomatida","Pherusellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Psocomorpha;Caeciliusetae;Paracaeciliidae","Eukaryota","Metazoa","Arthropoda","Insecta","Psocoptera","Paracaeciliidae"
"cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Rotaliida;Murrayinellidae","Eukaryota","na","Foraminifera","na","Rotaliida","Murrayinellidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eupodina;Halacaroidea;Pezidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Pezidae"
"cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Stichotrichida;Chaetospiridae","Eukaryota","na","Ciliophora","Spirotrichea","Stichotrichida","Chaetospiridae"
"cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Marchantiophyta;Jungermanniopsida;Pelliidae;Pelliales;Noterocladaceae","Eukaryota","Viridiplantae","Streptophyta","Jungermanniopsida","Pelliales","Noterocladaceae"
"cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Lingulodiniaceae","Eukaryota","na","na","Dinophyceae","Gonyaulacales","Lingulodiniaceae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Dictyochophyceae;Rhizochromulinales;Ciliophryaceae","Eukaryota","na","na","Dictyochophyceae","Rhizochromulinales","Ciliophryaceae"
"cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Mediophyceae;Biddulphiophycidae;Eupodiscales;Parodontellaceae","Eukaryota","na","Bacillariophyta","Mediophyceae","Eupodiscales","Parodontellaceae"
"cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlorochytriaceae","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorochytriaceae"
"cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Sphaerocystidaceae","Eukaryota","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Sphaerocystidaceae"
"cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Trebouxiophyceae;Prasiolales;Stichococcaceae","Eukaryota","Viridiplantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Stichococcaceae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Anystina;Parasitengona;Trombiculoidea;Leeuwenhoekiidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Leeuwenhoekiidae"
"cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Eleutherengona;Heterostigmata;Pyemotoidea;Acarophenacidae","Eukaryota","Metazoa","Arthropoda","Arachnida","Trombidiformes","Acarophenacidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetidae;Agaricales;Tricholomatineae;Asproinocybaceae","Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Asproinocybaceae"
"cellular organisms;Eukaryota;Haptista;Centroplasthelida;Pterocystida;Clypiferidae","Eukaryota","na","na","Centroplasthelida","Pterocystida","Clypiferidae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Phacidiales;Helicogoniaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Phacidiales","Helicogoniaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Micraspidales;Micraspidaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Micraspidales","Micraspidaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Lichinodiales;Lichinodiaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Lichinodiales","Lichinodiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Vandijckellaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vandijckellaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Tricladiaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Neolauriomycetaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Neolauriomycetaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Solenopeziaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Solenopeziaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Heterosphaeriaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Heterosphaeriaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hamatocanthoscyphaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyphodiscaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyphodiscaceae"
"cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Godroniaceae","Eukaryota","Fungi","Ascomycota","Leotiomycetes","Helotiales","Godroniaceae"
