"","full_branch","superkingdom","kingdom","phylum","class","order","family"
"1593","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Neobatrachia;Ranoidea;Odontobatrachidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Amphibia_8292","Anura_8342","Odontobatrachidae_1481140"
"1594","cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Dinomycetaceae","Eukaryota_2759","Fungi_4751","Chytridiomycota_4761","Chytridiomycetes_451435","Rhizophydiales_451442","Dinomycetaceae_1477493"
"1595","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Troctomorpha;Amphientometae;Protroctopsocidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Psocoptera_30259","Protroctopsocidae_1476859"
"1596","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Psocomorpha;Epipsocetae;Neurostigmatidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Psocoptera_30259","Neurostigmatidae_1476853"
"1597","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Psocomorpha;Epipsocetae;Dolabellopsocidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Psocoptera_30259","Dolabellopsocidae_1476851"
"1598","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Psocomorpha;Epipsocetae;Cladiopsocidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Psocoptera_30259","Cladiopsocidae_1476850"
"1599","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Psocodea;Psocoptera;Psocomorpha;Epipsocetae;Spurostigmatidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Psocoptera_30259","Spurostigmatidae_1476849"
"1600","cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Polypodiales;Polypodiineae;Hypodematiaceae","Eukaryota_2759","Viridiplantae_33090","Streptophyta_35493","Polypodiopsida_241806","Polypodiales_3268","Hypodematiaceae_1469498"
"1601","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Cotylea;Theamatidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Polycladida_6163","Theamatidae_1468408"
"1602","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Lecithoepitheliata;Gnosonesimidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Lecithoepitheliata_6169","Gnosonesimidae_1468262"
"1603","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Cotylea;Amyellidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Polycladida_6163","Amyellidae_1468261"
"1604","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Cotylea;Chromoplanidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Polycladida_6163","Chromoplanidae_1468260"
"1605","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Polycladida;Cotylea;Boniniidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Polycladida_6163","Boniniidae_1468258"
"1606","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Rhabdocoela;Endoaxonemata;Acholadidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Rhabdocoela_27901","Acholadidae_1468257"
"1607","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Prolecithophora;Protomonotresidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Rhabditophora_147100","Prolecithophora_79788","Protomonotresidae_1468240"
"1608","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Pycnogonida;Pantopoda;Pallenopsidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Pycnogonida_57294","Pantopoda_373319","Pallenopsidae_1462267"
"1609","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Monogenea;Monopisthocotylea;Monocotylidea;Loimoidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Monogenea_37945","Monocotylidea_2486287","Loimoidae_1461396"
"1610","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Parmacelloidea;Parmacellidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Parmacellidae_1461390"
"1611","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Parmacelloidea;Trigonochlamydidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Gastropoda_6448","Stylommatophora_6527","Trigonochlamydidae_1461388"
"1612","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae;Coniothyriaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Pleosporales_92860","Coniothyriaceae_1460697"
"1613","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Poecilostomatoida;Lamippidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Hexanauplia_72037","Poecilostomatoida_84310","Lamippidae_1460105"
"1614","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Hexanauplia;Copepoda;Neocopepoda;Podoplea;Poecilostomatoida;Corallovexiidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Hexanauplia_72037","Poecilostomatoida_84310","Corallovexiidae_1460097"
"1615","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Epicaridea;Bopyridoidea;Entoniscidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Isopoda_29979","Entoniscidae_1458140"
"1616","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Epicaridea;Bopyridoidea;Ionidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Isopoda_29979","Ionidae_1458139"
"1617","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Isopoda;Epicaridea;Cryptoniscoidea;Entophilidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Isopoda_29979","Entophilidae_1458138"
"1618","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Trichinellida;Anatrichosomatidae","Eukaryota_2759","Metazoa_33208","Nematoda_6231","Enoplea_119088","Trichinellida_6329","Anatrichosomatidae_1457285"
"1619","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Trichinellida;Cystoopsidae","Eukaryota_2759","Metazoa_33208","Nematoda_6231","Enoplea_119088","Trichinellida_6329","Cystoopsidae_1457284"
"1620","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Rhizocarpales;Sporastatiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","Rhizocarpales_1500427","Sporastatiaceae_1454053"
"1621","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Candelariomycetes;Candelariales;Pycnoraceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Candelariomycetes_2576467","Candelariales_452225","Pycnoraceae_1453781"
"1622","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Lecanoromycetidae;Lecanorales;Lecanorineae;Carbonicolaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","Lecanorales_5197","Carbonicolaceae_1453780"
"1623","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Jahnulales;Manglicolaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Jahnulales_193033","Manglicolaceae_1450657"
"1624","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporomycetidae incertae sedis;Halojulellaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","character(0)_character(0)","Halojulellaceae_1450329"
"1625","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Lophiotremataceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Pleosporales_92860","Lophiotremataceae_1450326"
"1626","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Botryosphaeriales;Melanopsaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Botryosphaeriales_451869","Melanopsaceae_1450294"
"1627","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Botryosphaeriales;Aplosporellaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Botryosphaeriales_451869","Aplosporellaceae_1450293"
"1628","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Botryosphaeriales;Saccharataceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Botryosphaeriales_451869","Saccharataceae_1450292"
"1629","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Goneplacoidea;Acidopsidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Acidopsidae_1450291"
"1630","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Eucarida;Decapoda;Pleocyemata;Brachyura;Eubrachyura;Heterotremata;Xanthoidea;Linnaeoxanthidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Decapoda_6683","Linnaeoxanthidae_1450205"
"1631","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Monogenea;Polyopisthocotylea;Mazocraeidea;Heteromicrocotylidae","Eukaryota_2759","Metazoa_33208","Platyhelminthes_6157","Monogenea_37945","Mazocraeidea_2486291","Heteromicrocotylidae_1449998"
"1632","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Arthoniomycetes;Arthoniales;Andreiomycetaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Arthoniomycetes_147539","Arthoniales_39677","Andreiomycetaceae_1446797"
"1633","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Abrothallales;Lichenoconiaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Abrothallales_1429049","Lichenoconiaceae_1446272"
"1634","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Empidoidea;Hybotidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Diptera_7147","Hybotidae_1446258"
"1635","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Massarineae;Bambusicolaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Pleosporales_92860","Bambusicolaceae_1446110"
"1636","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Anteagloniaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Pleosporales_92860","Anteagloniaceae_1446109"
"1637","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Amphipoda;Senticaudata;Corophiida;Caprellidira;Caprelloidea;Dulichiidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Amphipoda_6821","Dulichiidae_1441600"
"1638","cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Glissomonadida;Viridiraptoridae","Eukaryota_2759","character(0)_character(0)","Cercozoa_136419","character(0)_character(0)","Glissomonadida_1238681","Viridiraptoridae_1435001"
"1639","cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Peridiniales;Amphidiniopsidaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Dinophyceae_2864","Peridiniales_2910","Amphidiniopsidaceae_1434916"
"1640","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Trichoptera;Integripalpia;Brevitentoria;Sericostomatoidea;Antipodoeciidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Insecta_50557","Trichoptera_30263","Antipodoeciidae_1432044"
"1641","cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Xanthophyceae;Mischococcales;Characiopsidaceae","Eukaryota_2759","character(0)_character(0)","character(0)_character(0)","Xanthophyceae_2833","Mischococcales_195993","Characiopsidaceae_1431826"
"1642","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Abrothallales;Abrothallaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Abrothallales_1429049","Abrothallaceae_1429050"
"1643","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Chilopoda;Pleurostigmophora;Epimorpha;Geophilomorpha;Eucratonychidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Chilopoda_7540","Geophilomorpha_60154","Eucratonychidae_1428162"
"1644","cellular organisms;Eukaryota;Sar;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Sphenoderiidae","Eukaryota_2759","character(0)_character(0)","Cercozoa_136419","Imbricatea_1736114","Euglyphida_178369","Sphenoderiidae_1427722"
"1645","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Octocorallia;Scleralcyonacea;Parasphaerascleridae","Eukaryota_2759","Metazoa_33208","Cnidaria_6073","Anthozoa_6101","Scleralcyonacea_3028851","Parasphaerascleridae_1427709"
"1646","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Hemileiidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Hemileiidae_1427668"
"1647","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Oribatulidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Oribatulidae_1427652"
"1648","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Oribatida;Brachypylina;Oripodoidea;Liebstadiidae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Arachnida_6854","Sarcoptiformes_83137","Liebstadiidae_1427579"
"1649","cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetes incertae sedis;Botryosphaeriales;Phyllostictaceae","Eukaryota_2759","Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Botryosphaeriales_451869","Phyllostictaceae_1424649"
"1650","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Tardigrada;Eutardigrada;Parachela;Macrobiotoidea;Necopinatidae","Eukaryota_2759","Metazoa_33208","Tardigrada_42241","Eutardigrada_42242","Parachela_149990","Necopinatidae_1424306"
"1651","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Bivalvia;Protobranchia;Nuculanida;Yoldiidae","Eukaryota_2759","Metazoa_33208","Mollusca_6447","Bivalvia_6544","Nuculanida_856330","Yoldiidae_1421207"
"1652","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Calycina;Salenioida;Saleniidae","Eukaryota_2759","Metazoa_33208","Echinodermata_7586","Echinoidea_7625","Salenioida_1419493","Saleniidae_1419494"
"1653","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Lamprophiidae","Eukaryota_2759","Metazoa_33208","Chordata_7711","Lepidosauria_8504","Squamata_8509","Lamprophiidae_1419188"
"1654","cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Amphipoda;Amphilochidea;Lysianassida;Lysianassidira;Lysianassoidea;Scopelocheiridae","Eukaryota_2759","Metazoa_33208","Arthropoda_6656","Malacostraca_6681","Amphipoda_6821","Scopelocheiridae_1417819"
"1655","cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Apostomatida;Pseudocolliniidae","Eukaryota_2759","character(0)_character(0)","Ciliophora_5878","Oligohymenophorea_6020","Apostomatida_524891","Pseudocolliniidae_1416935"
